A1,BASIC-IND,0.84,20161219
A2,AGRI,0.46,20161219
A3,FINANCE,-0.04,20161219
A4,TRADE,-0.08,20161219
A5,PROPERTY,-0.36,20161219
A6,CONSUMER,-0.47,20161219
A7,MINING,-0.51,20161219
A8,INFRASTRUC,-1.54,20161219
A9,MISC-IND,-1.96,20161219
