AS131709;IDNIC-UNSOED-AS-ID PENGGUNA DIKS PTH UNSOED; 0.00 ; f:'0.00%'} ; 0.00
AS45712;DEPLU-AS-ID Departemen Luar Negeri Republik Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS38516;INFOKOMNAP-AS-ID Infokom Elektrindo ; PT.; 0.00 ; f:'0.00%'}
AS38783;SIMAYA-AS-ID PT. Simaya Jejaring Mandiri; 0.00 ; f:'0.00%'} ; 0.00
AS63874;IDNIC-BOSOWA-AS-ID PT Bosowa Media Utama; 0.00 ; f:'0.00%'} ; 0.00
AS46024;BNI-AS-ID PT. Bank Negara Indonesia (Persero) ; Tbk.; 0.00 ; f:'0.00%'}
AS24197;BIGNET-AS-ID Elka Prakarsa Utama ; PT; 0.00 ; f:'0.00%'}
AS46057;UMM-AS-ID Universitas Muhammadiyah Malang; 0.00 ; f:'0.00%'} ; 0.00
AS45718;JURAGAN-AS-ID PT Surya Global Teknologi; 0.00 ; f:'0.00%'} ; 0.00
AS24536;ELNUS-AS-ID PT. Elektrindo Data Nusantara; 0.00 ; f:'0.00%'} ; 0.00
AS58477;ARGON-AS-ID Argon Data Communication; 0.00 ; f:'0.00%'} ; 0.00
AS56241;METRASAT-AS-ID PT METRASAT; 0.00 ; f:'0.00%'} ; 0.00
AS18051;JARDIKNAS-AS-AP Pustekkom; 0.00 ; f:'0.00%'} ; 0.00
AS38535;M2AKSES-AS-AP P.T. Mega Media Aksesindo; 0.00 ; f:'0.00%'} ; 0.00
AS45716;JETFLASH-AS-ID Cikarang Cyberindo PT.; 0.00 ; f:'0.00%'} ; 0.00
AS55687;UNTAN-AS-ID Universitas Tanjungpura; 0.00 ; f:'0.00%'} ; 0.00
AS134655;; 0.00 ; f:'0.00%'} ; 0.00
AS133828;DUTAMEDIALINK-AS-ID PT Duta Medialink; 0.00 ; f:'0.00%'} ; 0.00
AS131713;IDNIC-SPICELINK-AS-ID PT Sano Komunikasi; 0.00 ; f:'0.00%'} ; 0.00
AS133356;IDNIC-KINEZNETWORK-AS-ID PT. Kinez Network Solutions; 0.00 ; f:'0.00%'} ; 0.00
AS38507;MITRATECHNET-AS-ID PT. Mitra Internet Tech; 0.00 ; f:'0.00%'} ; 0.00
AS45315;POLARIS-AS-ID PT POLARISNET; 0.00 ; f:'0.00%'} ; 0.00
AS58499;IDNIC-PRIMASTREAM-AS-ID CV TIKA UTAMA; 0.00 ; f:'0.00%'} ; 0.00
AS59274;IDNIC-MST-AS-ID PT Mitra Solusi Telematika; 0.00 ; f:'0.00%'} ; 0.00
AS63501;MENTARI-AS-ID PT Mega Mentari Mandiri; 0.00 ; f:'0.00%'} ; 0.00
AS55679;HYPERMEDIA-AS-ID PT Hyperindo Media Perkasa; 0.00 ; f:'0.00%'} ; 0.00
AS59146;IDNIC-BPB-AS-ID BP Berau Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS133819;CIM-AS-ID PT CITRA INFOMEDIA; 0.00 ; f:'0.00%'} ; 0.00
AS58385;BSM-AS-ID PT. Bank Syariah Mandiri; 0.00 ; f:'0.00%'} ; 0.00
AS58486;ITECHNET-AS-ID PT. Intelex Technet Global; 0.00 ; f:'0.00%'} ; 0.00
AS63510;UNSYIAH-AS-ID Syiah Kuala University (Unsyiah); 0.00 ; f:'0.00%'} ; 0.00
AS38761;SPM-AS-ID PT. Sakti Putra Mandiri; 0.00 ; f:'0.00%'} ; 0.00
AS63493;IDNIC-NORLECTELEKOMINDO-AS-ID PT Norlec Telekomunikasi Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS133796;KEMENDAG-AS-ID Subbid Sistem Jaringan dan Infrastruktur; 0.00 ; f:'0.00%'} ; 0.00
AS132649;ADAUNET-AS-ID PT Adau Putra Network; 0.00 ; f:'0.00%'} ; 0.00
AS131769;IDNIC-MAYATAMA-AS-ID PT Mayatama Solusindo; 0.00 ; f:'0.00%'} ; 0.00
AS55693;BATI-AS-ID PT. Bangun Abadi Teknologi Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS45734;IDNIC-METROTV-AS-ID PT Media Televisi Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS55670;UNIVERSALNET-AS-ID PT. Universal Broadband; 0.00 ; f:'0.00%'} ; 0.00
AS131765;IDNIC-DEPDAGRI-AS-ID Kementerian Dalam Negeri Republik Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS38763;CYBERBINTAN-AS-ID PT. Cyber Bintan; 0.00 ; f:'0.00%'} ; 0.00
AS59151;IDNIC-JOGJAPROV-AS-ID Bidang Layanan Teknologi dan Informasi Dinas Perhubungan; 0.00 ; f:'0.00%'} ; 0.00
AS131693;IDNIC-KEMENAG-AS-ID Kementerian Agama (KEMENAG); 0.00 ; f:'0.00%'} ; 0.00
AS24525;SAP-AS-ID PT Solusi Aksesindo Pratama; 0.00 ; f:'0.00%'} ; 0.00
AS45705;PPTIK-UGM-AS-ID PPTIK - UNIVERSITAS GADJAH MADA; 0.00 ; f:'0.00%'} ; 0.00
AS59143;IDNIC-WIKA-AS-ID PT. Wijaya Karya; 0.00 ; f:'0.00%'} ; 0.00
AS133831;IDNIC-MAROSKAB-AS-ID Pemerintah Kabupaten Maros; 0.00 ; f:'0.00%'} ; 0.00
AS9326;CENTRIN-AS-AP PT Centrin Utama; 0.00 ; f:'0.00%'} ; 0.00
AS58375;UNUD-AS-ID Universitas Udayana; 0.00 ; f:'0.00%'} ; 0.00
AS133805;IDNIC-POLMAN-AS-ID Politeknik Manufaktur Negeri Bandung; 0.00 ; f:'0.00%'} ; 0.00
AS56260;PASCAL-AS-ID PT Pascal Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS133832;IDNIC-MERCUBUANAYOGYA-AS-ID Universitas Mercu Buana Yogyakarta; 0.00 ; f:'0.00%'} ; 0.00
AS38159;JJNET-AS-ID PT Jivan Jaya Makmur Telecom; 0.00 ; f:'0.00%'} ; 0.00
AS2;UDEL-DCN - University of Delaware; 0.00 ; f:'0.00%'} ; 0.00
AS132664;IDNIC-PTMCM-AS-ID PT. Merah Cipta Media; 0.00 ; f:'0.00%'} ; 0.00
AS55680;KSI-UAJY-AS-ID Kantor Sistem Informasi Universitas Atma Jaya Yogyakarta; 0.00 ; f:'0.00%'} ; 0.00
AS24201;ANDALASMEDIA-AS-ID PT. Andalas Media Informatika; 0.00 ; f:'0.00%'} ; 0.00
AS38156;ROUTELINK-AS-ID Internet Service Provider; 0.00 ; f:'0.00%'} ; 0.00
AS135439;; 0.00 ; f:'0.00%'} ; 0.00
AS59150;IDNIC-RTIGA-AS-ID PT Rtiga Global Media; 0.00 ; f:'0.00%'} ; 0.00
AS17670;INFOKOM-AS MNC Playmedia; 0.00 ; f:'0.00%'} ; 0.00
AS63867;IDNIC-DESIBLE-AS-ID PT Tirta Karya Buana; 0.00 ; f:'0.00%'} ; 0.00
AS46038;CEPATNET-AS-ID CepatNet; 0.00 ; f:'0.00%'} ; 0.00
AS24204;SATNETCOM-AS-ID Satnetcom Balikpapan PT.; 0.00 ; f:'0.00%'} ; 0.00
AS38523;INTIKOMP-AS-ID INTI INFORMATIKA ; PT; 0.00 ; f:'0.00%'}
AS45305;LDP-AS-ID Lintas Data Prima ; PT; 0.00 ; f:'0.00%'}
AS132637;BITSNET-AS-ID PT BINA INFORMATIKA SOLUSI; 0.00 ; f:'0.00%'} ; 0.00
AS45320;DEPKOMINFO-AS-ID Departemen Komunikasi dan Informasi Republik Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS58820;IDNIC-PTAMI-AS-ID PT Apik Media Inovasi; 0.00 ; f:'0.00%'} ; 0.00
AS135459;; 0.00 ; f:'0.00%'} ; 0.00
AS63879;IDNIC-UINSGD-AS-ID UIN Sunan Gunung Djati Bandung; 0.00 ; f:'0.00%'} ; 0.00
AS24212;JASNET-AS-ID PT. JASNITA TELEKOMINDO; 0.00 ; f:'0.00%'} ; 0.00
AS58561;REPUBLIKAMEDIAMANDIRI-AS Jl. Warung Buncit Raya No. 37; 0.00 ; f:'0.00%'} ; 0.00
AS55697;USU-AS-ID Universitas Sumatera Utara; 0.00 ; f:'0.00%'} ; 0.00
AS38162;DELTA-AS-ID PT Delta Nusantara Networks; 0.00 ; f:'0.00%'} ; 0.00
AS9228;CENTRALONLINE-ID-AS-AP PT. Total Info Kharisma; 0.00 ; f:'0.00%'} ; 0.00
AS132641;NETCITI-AS-ID PT Netciti Persada; 0.00 ; f:'0.00%'} ; 0.00
AS58558;IDNIC-WIJAYASOLUSINDO-AS-ID PT Jagat Media Teknologi; 0.00 ; f:'0.00%'} ; 0.00
AS132653;B-LINK-AS-ID PT Transdata Sejahtera; 0.00 ; f:'0.00%'} ; 0.00
AS45295;KEPRINET-AS-ID PT. Cipta Informatika Cemerlang; 0.00 ; f:'0.00%'} ; 0.00
AS56234;NARATEL-AS-ID PT Naraya Telematika; 0.00 ; f:'0.00%'} ; 0.00
AS64030;; 0.00 ; f:'0.00%'} ; 0.00
AS58400;UNNES-AS-ID Universitas Negeri Semarang; 0.00 ; f:'0.00%'} ; 0.00
AS132668;BALITOWERNET-AS-ID PT Bali Towerindo Sentra; 0.00 ; f:'0.00%'} ; 0.00
AS38527;MLINK-AS-ID JAWA POS NATIONAL NETWORK MEDIALINK ; PT; 0.00 ; f:'0.00%'}
AS38753;SOLUSINDO-AS-ID Solusindo Bintang Pratama ; PT; 0.00 ; f:'0.00%'}
AS63877;IDNIC-UNIVERSALKENDARI-AS-ID PT Universal Internet Service; 0.00 ; f:'0.00%'} ; 0.00
AS59148;IDNIC-XPNET-AS-ID PT Xepia Prima; 0.00 ; f:'0.00%'} ; 0.00
AS55672;USD-AS-ID Universitas Sanata Dharma; 0.00 ; f:'0.00%'} ; 0.00
AS133839;IDNIC-TNGK-AS-ID Dinas Komunikasi dan Informatika Tangerang Kota; 0.00 ; f:'0.00%'} ; 0.00
AS38517;IDNIC-ID Indonesia Network Information Center; 0.00 ; f:'0.00%'} ; 0.00
AS38202;MNET-INDONESIA-AS-ID PT. Mnet Indonesia Transit AS; 0.00 ; f:'0.00%'} ; 0.00
AS46062;LINTASBUANA-AS-ID PT. BUANA LINTAS MEDIA; 0.00 ; f:'0.00%'} ; 0.00
AS134643;JKSNET-AS-ID PT Jaya Kartha Solusindo; 0.00 ; f:'0.00%'} ; 0.00
AS55652;DASHNET-AS-ID Sumidhaz Permata Bunda ; PT; 0.00 ; f:'0.00%'}
AS38502;MDPNET-AS-ID PT. MULTI DATA PALEMBANG; 0.00 ; f:'0.00%'} ; 0.00
AS56255;TRANSTECH-AS-ID PT Transtech Communication Media; 0.00 ; f:'0.00%'} ; 0.00
AS132652;IDNIC-UNINA-AS-ID PT. Cahaya Buana Raksa; 0.00 ; f:'0.00%'} ; 0.00
AS133841;IDOLA-BROADBAND-AS-ID INDONESIA BROADBAND ACCESS - ANYWHERE; 0.00 ; f:'0.00%'} ; 0.00
AS131781;IDNIC-UINMALANG-AS-ID Universitas Islam Negeri Maulana Malik Ibrahin (UIN Maliki); 0.00 ; f:'0.00%'} ; 0.00
AS55698;INFOMEDIA-AS-ID Infomedia Nusantara PT.; 0.00 ; f:'0.00%'} ; 0.00
AS132638;IDNIC-IAIN-WALISONGO-AS-ID IAIN Walisongo Semarang; 0.00 ; f:'0.00%'} ; 0.00
AS38155;AUDIANET-AS-ID Audianet Sentra Data ; PT; 0.00 ; f:'0.00%'}
AS38896;CERGIS-AS-AP PT. Centra Global Investama; 0.00 ; f:'0.00%'} ; 0.00
AS132660;IDNIC-UNG-AS-ID Universitas Negeri Gorontalo; 0.00 ; f:'0.00%'} ; 0.00
AS38515;GRAHAMEDIA-NET-AS-ID GRAHAMEDIA INFORMASI ; PT.; 0.00 ; f:'0.00%'}
AS38779;BMG-AS-ID Badan Meteorologi dan Geofisika; 0.00 ; f:'0.00%'} ; 0.00
AS18103;NEUVIZ-AS-ID-AP Neuviz Net; 0.00 ; f:'0.00%'} ; 0.00
AS134650;; 0.00 ; f:'0.00%'} ; 0.00
AS63881;MDI-AS-ID PT. Medianet Digital Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS58392;SWIN-AS-ID PT. Sewiwi Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS133357;IDNIC-TELU-AS-ID TELKOM UNIVERSITY; 0.00 ; f:'0.00%'} ; 0.00
AS23691;MITRA-NET-AS-AP PT Multi Teknologi Sejahtra; 0.00 ; f:'0.00%'} ; 0.00
AS59275;IDNIC-UMS-AS-ID Universitas Muhammadiyah Surakarta; 0.00 ; f:'0.00%'} ; 0.00
AS38505;GKD-AS-ID PT. Global Komunika Dewata; 0.00 ; f:'0.00%'} ; 0.00
AS133825;IDNIC-UNPATTI-AS-ID Universitas Pattimura; 0.00 ; f:'0.00%'} ; 0.00
AS59159;IDNIC-PDISBPPT-AS-ID PDIS - BADAN PENGKAJIAN DAN PENERAPAN TEKNOLOGI; 0.00 ; f:'0.00%'} ; 0.00
AS132676;IDNIC-UNSRI-AS-ID Universitas Sriwijaya; 0.00 ; f:'0.00%'} ; 0.00
AS38506;PIKANET-AS-ID PT Pika Media Komunika; 0.00 ; f:'0.00%'} ; 0.00
AS131697;SI-AS-ID PT Samudera Indonesia Tbk.; 0.00 ; f:'0.00%'} ; 0.00
AS17553;IPBNET-AS-AP Bogor Agricultural University; 0.00 ; f:'0.00%'} ; 0.00
AS134627;IDNIC-UKSW-AS-ID Universitas Kristen Satya Wacana; 0.00 ; f:'0.00%'} ; 0.00
AS18365;GRAMEDIA-ID GRAMEDIA ; PT.; 0.00 ; f:'0.00%'}
AS59278;IDNIC-NIDS-AS-ID PT NIDS Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS17676;GIGAINFRA Softbank BB Corp.; 0.00 ; f:'0.00%'} ; 0.00
AS134626;IDNIC-ARISTI-AS-ID PT. Aristi Jasadata; 0.00 ; f:'0.00%'} ; 0.00
AS133361;IDNIC-UNPAR-AS-ID Biro Teknologi Informasi; 0.00 ; f:'0.00%'} ; 0.00
AS46042;GUNADARMA-AS-ID Gunadarma University; 0.00 ; f:'0.00%'} ; 0.00
AS58376;AKGU-AS-ID PT Angkasa Komunikasi Global Utama; 0.00 ; f:'0.00%'} ; 0.00
AS131112;MMTC-AS-ID Sekolah Tinggi Multi Media MMTC Yogyakarta; 0.00 ; f:'0.00%'} ; 0.00
AS58381;WOWRACK-AS-ID Wow Internet Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS46054;WLAN-AS-ID PT Wahana Lintas Nusa Persada; 0.00 ; f:'0.00%'} ; 0.00
AS9785;JASATELNET-AS-ID Jasa Terpadu Telematika (Jasatel); 0.00 ; f:'0.00%'} ; 0.00
AS17826;SATATANET-ID Jl. Raya Pasar Minggu no 99D; 0.00 ; f:'0.00%'} ; 0.00
AS132655;IDNIC-DPDRI-AS-ID Sekretariat Jenderal Dewan Perwakilan Daerah Republik Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS45710;CHOICENET-AS-ID Yudhawira Khatulistiwa ; PT; 0.00 ; f:'0.00%'}
AS38001;NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd. Singapore Web Hosting Service Provider; 0.00 ; f:'0.00%'} ; 0.00
AS56245;FAJAR-AS-ID PT Fajar Techno System; 0.00 ; f:'0.00%'} ; 0.00
AS38764;POLRI-AS-ID MARKAS BESAR KEPOLISIAN REPUBLIK INDONESIA; 0.00 ; f:'0.00%'} ; 0.00
AS56254;UNRI-AS-ID UNIVERSITAS RIAU; 0.00 ; f:'0.00%'} ; 0.00
AS45294;WANXP-AS-ID PT. Wanriau Indoxp; 0.00 ; f:'0.00%'} ; 0.00
AS56239;GASTRANET-AS-ID PT Graha Anugrah Sejahtera; 0.00 ; f:'0.00%'} ; 0.00
AS38146;DIGINET-AS-ID DIGITAL WIRELESS INDONESIA PT.; 0.00 ; f:'0.00%'} ; 0.00
AS55656;DEPHUB-AS-ID Ministry of Transportation Republic of Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS58495;HSPNET-AS-ID PT Parsaoran Global Datatrans; 0.00 ; f:'0.00%'} ; 0.00
AS46045;SIAK-AS-ID PD Sarana Pembangunan Siak; 0.00 ; f:'0.00%'} ; 0.00
AS46027;POSTEL-AS-ID Direktorat Jenderal Pos dan Telekomunikasi (Dirjen Postel); 0.00 ; f:'0.00%'} ; 0.00
AS131722;IDNIC-PU-AS-ID Kementrian Pekerjaan Umum; 0.00 ; f:'0.00%'} ; 0.00
AS45786;HTSNET-AS-ID HTSNET - ISP; 0.00 ; f:'0.00%'} ; 0.00
AS46050;IDNIC-ID Indonesia Network Information Center; 0.00 ; f:'0.00%'} ; 0.00
AS63885;MYNET-AS-ID PT Inovasi Tjaraka Buana; 0.00 ; f:'0.00%'} ; 0.00
AS38509;MAXIMA-AS-ID PT. Maxima Data; 0.00 ; f:'0.00%'} ; 0.00
AS131703;IDNIC-UNJ-AS-ID Universitas Negeri Jakarta; 0.00 ; f:'0.00%'} ; 0.00
AS23950;GENID-AS-ID Generasi Indonesia Digital PT.; 0.00 ; f:'0.00%'} ; 0.00
AS24210;ANGKASAWAVE-AS-ID Angkasa Sarana Teknik Komunikasi PT; 0.00 ; f:'0.00%'} ; 0.00
AS18112;KSNET-ID-AS-AP PT. Sejuta Jaring Global; 0.00 ; f:'0.00%'} ; 0.00
AS24538;DIGISATNET-AS-ID DIGITAL SATELLITE INDONESIA PT.; 0.00 ; f:'0.00%'} ; 0.00
AS23698;VIPNET-AS-ID VIP.NET - Internet Service Provider; 0.00 ; f:'0.00%'} ; 0.00
AS45298;INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY ; PT; 0.00 ; f:'0.00%'}
AS38143;BLUELINE-AS-ID PT. Rabik Bangun Pertiwi ; PMA; 0.00 ; f:'0.00%'}
AS132675;TAB-AS-ID PT. Terang Abadi Bersama; 0.00 ; f:'0.00%'} ; 0.00
AS133817;INTIDATA-AS-ID PT Inti Data Telematika; 0.00 ; f:'0.00%'} ; 0.00
AS59149;TUJUHDELAPANSEMBILANNET-AS-ID PT. TUJUH DELAPAN SEMBILAN NET; 0.00 ; f:'0.00%'} ; 0.00
AS38490;INDOSATM2-NAP-AS-AP INDOSAT Mega Media (Internet Network Provider) Pt; 0.00 ; f:'0.00%'} ; 0.00
AS132667;IDNIC-UNJA-AS-ID Universitas Jambi; 0.00 ; f:'0.00%'} ; 0.00
AS38754;PRIMENET-AS-ID PRIMEDIA ARMOEKADATA INTERNET ; PT.; 0.00 ; f:'0.00%'}
AS45313;PEMDA-NAD-AS-ID Dinas Perhubungan ;komunikasi ; informasi dan Telematika -NAD; 0.00
AS38142;UNAIR-AS-ID Universitas Airlangga; 0.00 ; f:'0.00%'} ; 0.00
AS24211;DETIK-AS-ID PT. Detik Ini JUga; 0.00 ; f:'0.00%'} ; 0.00
AS58387;BPOM-AS-ID Badan Pengawas Obat dan Makanan; 0.00 ; f:'0.00%'} ; 0.00
AS133343;IDNIC-BAPPENAS-AS-ID BADAN PERENCANAAN DAN PEMBANGUNAN NASIONAL; 0.00 ; f:'0.00%'} ; 0.00
AS131728;ANEKASIGNAL-AS-ID PT Aneka Signal; 0.00 ; f:'0.00%'} ; 0.00
AS45701;MILLENINDO-AS-ID Internet Madju Abad Millenindo ; PT; 0.00 ; f:'0.00%'}
AS4382;INDONUSA-ID PT. Indonusa System Integrator Prima; 0.00 ; f:'0.00%'} ; 0.00
AS17671;ASN-JETCOMS JETCOMS-ID Autonomous system; 0.00 ; f:'0.00%'} ; 0.00
AS58821;IDNIC-LJN-AS-ID PT Lintas Jaringan Nusantara; 0.00 ; f:'0.00%'} ; 0.00
AS131779;IDNIC-BDSI-DPR-AS-ID Bidang Data dan Sarana Informasi (BDSI) Sekjen DPR RI; 0.00 ; f:'0.00%'} ; 0.00
AS3382;ERX-JUITA-UINET University of Indonesia; 0.00 ; f:'0.00%'} ; 0.00
AS45317;JATARA-AS-ID Jaringan Lintas Utara ; PT; 0.00 ; f:'0.00%'}
AS46061;AIM-AS-ID PT. Adi Inti Mandiri; 0.00 ; f:'0.00%'} ; 0.00
AS58492;UNISSULA-AS-ID Universitas Islam Sultan Agung; 0.00 ; f:'0.00%'} ; 0.00
AS3;MIT-GATEWAYS - Massachusetts Institute of Technology; 0.00 ; f:'0.00%'} ; 0.00
AS17884;UNINET-AP PT. Uninet Media Sakti (ISP); 0.00 ; f:'0.00%'} ; 0.00
AS18059;DTPNET-AS-AP DTPNET NAP; 0.00 ; f:'0.00%'} ; 0.00
AS38785;BAGUSNET-AS-ID PT. BORNEO BROADBAND TECHNOLOGY; 0.00 ; f:'0.00%'} ; 0.00
AS134637;VELTRA-AS-ID PT.VELTRATEL; 0.00 ; f:'0.00%'} ; 0.00
AS38771;CYBERPLUS-AS-ID PT Cyberplus Media Pratama; 0.00 ; f:'0.00%'} ; 0.00
AS58396;DETELNETWORKS-AS-ID PT. DEWATA TELEMATIKA; 0.00 ; f:'0.00%'} ; 0.00
AS46056;GCC-AS-ID PT Jovimaro Karya Agung; 0.00 ; f:'0.00%'} ; 0.00
AS133808;JETCOMS-AS-ID PT Jetcoms Netindo; 0.00 ; f:'0.00%'} ; 0.00
AS24526;BINUS Bina Nusantara University; 0.00 ; f:'0.00%'} ; 0.00
AS38524;LAXONET-AS-ID Laxo Global Akses ; PT; 0.00 ; f:'0.00%'}
AS4833;SPOTNET-AS-AP PT. Usaha Mediantara Intranet (ISP);;;1
AS9462;BOLEH-NET-AP BOLEHNET-ASN;;;20
AS10208;THENET-AS-ID-AP PT. Millenium Internetindo;;;46
AS17450;ANGKASA-KOMUNIKASI-ID PT Angkasa Komunikasi Global Utama;;;16
AS17454;HASINDONET-AS-ID-AP PT Hasindo Net;;;17
AS17769;CITYNET-AP PT Indopratama Teleglobal (ISP)Wisma BSG Floor 6;;;25
AS17922;INDOSAT-INP INDOSAT Internet Network Provider;;;36
AS18052;ASIAKOMNET-ID-AP Asiakomnet Multimedia ; PT;;
AS18351;MEDIAAKSES-AS PT Media Akses Global Indo ; Internet Provider Jakarta;;
AS18379;CSMNAP-AS-AP CSMNAP-ASN;;;31
AS23651;IDNIC-AS-ID Indonesia Network Information Center;;;1
AS23694;INDIKANET-AS-ID Indika Telemedia PT.;;;15
AS23696;FIRSTASIANET-AS-ID PT Asia Utama.;;;18
AS23946;TOPNET-AS-ID PT Dunia Informasi Teknologi (TOPNET);;;2
AS24057;AIGL-AS-AP PT. AIA FINANCIAL ; Insurance company ; Indonesia;
AS24199;DNK-AS-ID Dini Nusa Kusuma ; P.T.;;
AS24202;PAKTELNET-AS-ID PT. PASIFIKTEL INDOTAMA;;;7
AS24209;INTERMEDIANET-AS-ID PT. Inter Media Lintas Nusa;;;44
AS24519;KUSUMA-AS-ID PT Kusuma Dinatha Jaya Abadi;;;33
AS24522;GLOBALPORTNET-AS-ID PT Global Port Binekatara;;;37
AS24529;IDNIC-AS-ID Indonesia Network Information Center;;;4
AS24534;TRANSHYBRID-AS-ID PT. Transhybrid Communication;;;26
AS30279;VIRTUZO - Virtuzo;;;1
AS38147;INOVANET-AS-ID PT. Inova Duapuluh Duapuluh;;;17
AS38149;RATELINDONET-AS-ID PT. Bakrie Telecom;;;3
AS38152;NEXXG-NET PT Antar Mitra Prakarsa;;;6
AS38171;DANAMON-AS-ID PT Bank Dananamon Indonesia Tbk;;;3
AS38274;MEGAXUS-AS-ID-AP PT. Megaxus Infotech;;;40
AS38494;BBGISA-AS-ID-AP PT. Bakrie  Brothers ; Tbk;;
AS38498;BIZNET-BII-AS-ID 203.31.164.023;;;13
AS38501;WAVENET-AS-ID PT Solusi Lintas Data;;;21
AS38518;LINTASWAVENET-AS-ID Lintas Wave Network Solution ; PT.;;
AS38522;TELINDONET-ID-AS Telindo Nusantara ; PT;;
AS38567;REKIND-AS-ID-AP PT. Rekayasa Industri;;;46
AS38756;IDNIC-ID Indonesia Network Information Center;;;38
AS38775;IDSIRTII-AS-ID Indonesia SIRT;;;8
AS38784;ORBICOMNET-AS-ID PT. Global Inti Corporatama;;;42
AS45286;EDIINDONESIA-AS-ID PT EDI INDONESIA;;;8
AS45291;SURF-ID PT Surfindo Network;;;4
AS45319;UBHARA-AS-ID Universitas Bhayangkara;;;9
AS45696;PPATK-AS-ID Pusat Pelaporan dan Analisis Transaksi Keuangan;;;1
AS45699;JDN-AS-ID Jogja Digital ; PT;;
AS45708;SURABAYA-AS-ID Pemerintah Kota Surabaya;;;25
AS45714;STI-AS-ID Sampoerna Telekomunikasi Indonesia ; PT;;
AS45715;IDNIC-ID Indonesia Network Information Center;;;38
AS45729;INDONET-AS-AP INDO Internet ; PT;;
AS45731;ARDH-AS-ID ARDH GLOBAL INDONESIA ; PT;;
AS45733;CIFOR-AS-ID Center For International Forestry Research(CIFOR);;;3
AS45735;UNINET-NAP-AS-ID PT. UNINET MEDIA SAKTI;;;21
AS45756;INTERLINK PT. INTERLINK TECHNOLOGY;;;43
AS46025;CBN-GLOBAL-AS-ID PT. Cyberindo Aditama;;;5
AS46030;NEXCOMNET-AS-ID PT Jastrindo Dinamika;;;1
AS46035;TRIKOMSEL-AS-ID PT Trikomsel Oke Tbk;;;5
AS46043;BIGPIPES-AS-ID PT Bluewater Indonesia;;;25
AS46055;ROKA-AS-ID PT ROKA LANE ASIA;;;13
AS46058;LINKS-AS-ID PT. Triwahana Gemasakti;;;20
AS50896;AS-REGION40 Trusov Ilya Igorevych;;;10
AS55481;WOTIFGROUP-AS-AP Wotif.com Holdings Limited;;;1
AS55655;SIMS-AS-ID PT. Saranainsan Mudaselaras;;;2
AS55660;MWN-AS-ID PT Master Web Network;;;6
AS55661;JATISMOBILE-AS-ID PT Informasi Teknologi Indonesia;;;22
AS55663;NETARA-AS-ID PT Poros Network Nusantara;;;1
AS55664;IDNIC-SERVERKEREN-AS-ID PT Exa Rekatek Prosolusi;;;4
AS55667;IPTELECOM-AS-ID PT IP Telecom Multimedia Indonesia;;;5
AS55677;HTS-AS-ID PT. Hawk Teknologi Solusi;;;3
AS55682;FIBERMEDIA-AS-ID PT. Fiber Media Indonesia;;;6
AS55696;SCOM-AS-ID Starcom Solusindo PT.;;;13
AS56088;PANDI-ID PANDI - Pengelola Nama Domain Internet Indonesia;;;10
AS56235;KOMI-AS-ID PT KOMATSU INDONESIA;;;3
AS56236;BNN-AS-ID Badan Narkotika Nasional;;;36
AS56238;SPA-AS-ID PT. SURYAPUTRA ADIPRADANA;;;15
AS56259;AGIT-AS-ID PT Astra Graphia Information Technology;;;35
AS56261;BTIP-AS-ID Balai Telekomunikasi dan Informatika Perdesaan;;;4
AS56308;TELIN-NET-SG TELEKOMUNIKASI INDONESIA INTERNATIONAL ; PTE.LTD;;
AS58390;FUS-AS-ID PT. Faasri Utama Sakti;;;5
AS58391;CMS-AS-ID PT Citra Media Solusindo;;;1
AS58397;INFINYS-AS-ID PT Infinys System Indonesia;;;33
AS58398;INDIKAENERGY-AS-ID PT. Indika Energy Tbk;;;36
AS58401;TRIKUSUMA-AS-ID CV Tri Kusuma;;;45
AS58402;SCNG-AS-ID Smart Communication Network Group;;;13
AS58403;BPDDIY-AS-ID Bank Pembangunan Daerah DIY;;;2
AS58404;QWORDS-AS-ID PT Qwords Company International;;;37
AS58463;PGASCOM-AS-AP PT.PGAS TELEKOMUNIKASI NUSANTARA;;;2
AS58480;CIMBNIAGA-AS-ID PT Bank CIMB Niaga Tbk;;;6
AS58485;WIFIAN-AS-ID Wifian Solution PT.;;;25
AS58556;IDNIC-UNIKOM-AS-ID PT Universal Komunikatama;;;31
AS58816;IDNIC-GARENA-AS-ID PT Garena Indonesia;;;1
AS59132;IDNIC-BI-AS-ID Bank Indonesia;;;6
